Student_ID,Gender,Age,Study_Hours_per_Week,Attendance_Percentage,Previous_Grade,Internet_Access,Assignments_Completed,Mock_Test_Score,Final_Exam_Score,Performance,Cluster
STU1437,Female,19,39,63,85,Yes,7,89,38,Poor,3
STU1438,Male,17,22,67,78,Yes,17,60,92,Excellent,3
STU1439,Male,24,9,57,86,Yes,3,43,38,Poor,1
STU1440,Male,19,18,81,88,Yes,0,89,84,Excellent,2
STU1441,Female,24,32,76,40,Yes,14,97,39,Poor,1
STU1442,Male,17,34,91,80,Yes,19,55,79,Excellent,0
STU1443,Female,23,8,86,61,Yes,3,53,69,Average,0
STU1444,Female,17,24,72,68,Yes,8,85,61,Average,3
STU1445,Male,24,29,56,53,Yes,19,38,36,Poor,1
STU1446,Male,24,32,61,87,Yes,9,64,88,Excellent,2
STU1447,Female,21,16,74,67,Yes,14,53,82,Excellent,1
STU1448,Male,22,6,52,60,No,2,60,83,Excellent,1
STU1449,Female,19,18,75,84,Yes,1,95,35,Poor,3
STU1450,Female,20,26,53,71,Yes,4,95,67,Average,3
STU1451,Female,24,35,91,45,No,0,70,69,Average,0
STU1452,Female,19,27,85,93,Yes,10,65,88,Excellent,2
STU1453,Female,21,24,64,40,Yes,11,63,90,Excellent,1
STU1454,Male,17,8,81,60,Yes,2,68,49,Poor,0
STU1455,Male,21,19,78,96,Yes,15,52,38,Poor,2
STU1456,Female,18,28,59,43,No,13,73,98,Excellent,1
STU1457,Female,18,29,70,42,Yes,11,99,56,Average,0
STU1458,Male,20,5,65,88,Yes,19,87,58,Average,3
STU1459,Male,21,11,96,69,Yes,15,88,81,Excellent,0
STU1460,Female,23,35,68,70,Yes,7,55,40,Poor,1
STU1461,Male,20,16,78,73,Yes,16,51,61,Average,3
STU1462,Female,23,9,67,58,No,16,69,44,Poor,1
STU1463,Male,20,16,93,59,No,6,40,73,Average,0
STU1464,Female,18,22,65,62,Yes,14,38,71,Average,3
STU1465,Male,20,6,50,93,Yes,8,41,88,Excellent,3
STU1466,Female,18,14,97,98,Yes,3,55,85,Excellent,2
STU1467,Male,24,19,51,79,Yes,7,67,94,Excellent,1
STU1468,Male,17,34,64,64,Yes,9,32,85,Excellent,3
STU1469,Female,23,21,88,54,Yes,14,44,96,Excellent,0
STU1470,Male,21,8,77,77,No,17,76,83,Excellent,2
STU1471,Female,24,11,50,62,Yes,13,34,85,Excellent,1
STU1472,Male,24,35,54,91,Yes,4,83,62,Average,2
STU1473,Female,20,38,91,41,Yes,8,53,70,Average,0
STU1474,Male,18,10,71,96,Yes,12,40,59,Average,3
STU1475,Female,19,38,85,96,Yes,18,62,70,Average,2
STU1476,Male,23,19,95,54,Yes,10,86,94,Excellent,0
STU1477,Female,24,18,62,91,Yes,11,81,41,Poor,2
STU1478,Male,20,10,50,83,Yes,2,93,99,Excellent,3
STU1479,Female,22,36,65,74,Yes,1,72,70,Average,1
STU1480,Female,17,7,90,49,Yes,14,73,64,Average,0
STU1481,Female,17,7,71,53,Yes,4,65,81,Excellent,0
STU1482,Male,19,26,81,66,Yes,6,41,63,Average,0
STU1483,Female,18,26,65,93,Yes,3,85,39,Poor,3
STU1484,Male,20,14,64,53,No,4,32,99,Excellent,1
STU1485,Female,23,7,95,74,Yes,15,79,97,Excellent,2
STU1486,Male,18,16,91,72,Yes,14,58,90,Excellent,0
STU1487,Female,17,33,61,91,No,15,45,51,Average,3
STU1488,Male,18,21,50,40,Yes,3,69,85,Excellent,1
STU1489,Male,17,11,66,73,Yes,5,56,71,Average,3
STU1490,Female,18,17,90,58,Yes,17,99,43,Poor,0
STU1491,Male,19,6,99,63,Yes,2,71,72,Average,0
STU1492,Male,21,8,77,81,No,4,86,87,Excellent,2
STU1493,Female,19,14,56,43,Yes,1,39,47,Poor,1
STU1494,Male,19,28,58,75,Yes,15,67,87,Excellent,3
STU1495,Male,21,21,71,52,Yes,5,37,83,Excellent,1
STU1496,Male,21,10,75,97,Yes,14,47,69,Average,2
STU1497,Female,24,23,61,71,Yes,17,46,50,Average,1
STU1498,Male,24,9,56,48,Yes,5,87,47,Poor,1
STU1499,Female,20,36,95,78,Yes,12,95,45,Poor,2
STU1500,Male,23,14,96,55,Yes,12,73,36,Poor,0
STU1501,Male,23,13,64,89,No,0,38,53,Average,2
STU1502,Male,20,31,87,42,Yes,15,77,79,Excellent,0
STU1503,Female,19,17,70,91,Yes,3,68,80,Excellent,3
STU1504,Male,19,23,63,59,Yes,16,35,81,Excellent,3
STU1505,Male,17,25,51,49,No,17,59,83,Excellent,3
STU1506,Female,17,28,57,95,Yes,15,47,76,Excellent,3
STU1507,Male,23,8,94,97,Yes,0,72,67,Average,2
STU1508,Female,20,28,55,97,Yes,5,62,75,Excellent,3
STU1509,Female,22,39,86,61,No,10,82,53,Average,2
STU1510,Male,24,7,86,87,Yes,5,85,73,Average,2
STU1511,Female,22,8,82,42,Yes,16,48,41,Poor,1
STU1512,Male,20,39,90,50,Yes,3,98,73,Average,0
STU1513,Female,17,35,55,64,No,13,55,68,Average,3
STU1514,Female,23,29,75,81,Yes,13,58,78,Excellent,2
STU1515,Male,23,17,88,87,No,19,53,97,Excellent,2
STU1516,Female,17,8,90,47,No,7,35,82,Excellent,0
STU1517,Female,22,18,86,48,Yes,1,83,37,Poor,0
STU1518,Female,18,17,63,54,Yes,4,68,68,Average,3
STU1519,Female,18,31,86,71,Yes,3,33,43,Poor,3
STU1520,Female,17,10,57,92,No,9,87,95,Excellent,3
STU1521,Male,18,21,88,42,Yes,19,77,54,Average,0
STU1522,Female,21,39,62,43,No,2,89,74,Average,1
STU1523,Male,20,21,62,69,Yes,15,55,46,Poor,3
STU1524,Female,20,6,89,52,Yes,9,69,62,Average,0
STU1525,Male,17,17,92,83,Yes,14,85,82,Excellent,0
STU1526,Male,19,6,77,60,Yes,3,68,41,Poor,3
STU1527,Female,24,32,67,80,No,0,68,48,Poor,2
STU1528,Female,22,30,68,96,Yes,14,77,53,Average,2
STU1529,Female,17,26,87,85,Yes,9,54,88,Excellent,3
STU1530,Male,18,7,81,58,Yes,19,63,94,Excellent,0
STU1531,Female,22,39,71,78,Yes,17,50,68,Average,2
STU1532,Male,19,16,51,87,Yes,15,54,75,Excellent,3
STU1533,Male,18,28,62,61,Yes,8,51,65,Average,3
STU1534,Male,23,9,72,59,No,18,52,73,Average,1
STU1535,Female,24,24,74,76,Yes,16,54,86,Excellent,2
STU1536,Female,21,17,77,70,Yes,9,55,81,Excellent,0
STU1537,Male,18,16,60,49,Yes,18,59,54,Average,3
STU1538,Male,21,17,82,57,Yes,7,67,86,Excellent,0
STU1539,Female,22,14,73,82,Yes,18,63,96,Excellent,2
STU1540,Male,21,37,51,78,Yes,4,44,39,Poor,3
STU1541,Female,22,20,79,85,Yes,1,73,91,Excellent,2
STU1542,Male,22,39,66,59,Yes,14,39,38,Poor,1
STU1543,Female,22,7,89,57,Yes,16,66,45,Poor,0
STU1544,Male,22,9,83,50,Yes,9,36,53,Average,0
STU1545,Female,22,30,87,61,No,1,61,61,Average,0
STU1546,Male,18,15,71,98,Yes,8,40,63,Average,3
STU1547,Female,22,11,54,83,Yes,1,77,52,Average,1
STU1548,Female,18,14,97,57,Yes,17,97,71,Average,0
STU1549,Male,22,38,89,97,Yes,11,77,95,Excellent,2
STU1550,Male,21,7,65,73,No,14,74,81,Excellent,1
STU1551,Female,23,12,62,62,Yes,19,62,54,Average,1
STU1552,Male,22,35,75,40,Yes,5,33,83,Excellent,1
STU1553,Female,19,15,80,94,Yes,17,76,49,Poor,3
STU1554,Male,22,11,88,49,Yes,12,82,52,Average,0
STU1555,Female,22,6,97,92,Yes,3,60,72,Average,2
STU1556,Female,21,10,72,40,Yes,11,60,56,Average,1
STU1557,Female,24,36,97,77,Yes,8,56,94,Excellent,2
STU1558,Female,20,24,61,78,Yes,1,77,60,Average,3
STU1559,Female,21,38,63,88,Yes,15,65,98,Excellent,2
STU1560,Female,19,20,67,48,Yes,0,78,92,Excellent,0
STU1561,Male,20,29,76,70,Yes,3,60,37,Poor,3
STU1562,Male,17,16,77,46,Yes,14,73,64,Average,0
STU1563,Male,17,11,67,56,Yes,19,88,53,Average,3
STU1564,Female,24,21,65,74,Yes,0,52,44,Poor,1
STU1565,Female,19,15,65,87,No,19,97,80,Excellent,3
STU1566,Female,21,10,62,76,Yes,14,71,53,Average,3
STU1567,Female,18,27,78,91,No,2,71,92,Excellent,3
STU1568,Male,19,31,58,57,Yes,12,42,40,Poor,3
STU1569,Male,23,10,75,72,Yes,17,30,85,Excellent,1
STU1570,Female,20,6,77,43,No,12,82,48,Poor,0
STU1571,Male,20,26,90,62,Yes,9,69,92,Excellent,0
STU1572,Male,22,24,62,50,No,19,75,42,Poor,1
STU1573,Female,17,29,85,91,Yes,6,51,36,Poor,3
STU1574,Male,24,19,58,48,Yes,7,81,52,Average,1
STU1575,Female,20,33,96,69,Yes,0,57,91,Excellent,0
STU1576,Male,19,12,63,47,No,17,82,69,Average,1
STU1577,Female,20,37,61,79,No,11,92,90,Excellent,3
STU1578,Female,24,26,81,44,Yes,17,46,77,Excellent,1
STU1579,Female,24,9,87,51,Yes,11,93,42,Poor,1
STU1580,Female,24,22,52,40,Yes,19,35,39,Poor,1
STU1581,Male,19,34,65,54,No,8,43,47,Poor,3
STU1582,Female,18,35,69,64,Yes,1,46,41,Poor,3
STU1583,Female,22,14,81,57,Yes,13,67,55,Average,1
STU1584,Female,17,19,72,77,Yes,3,98,71,Average,3
STU1585,Male,20,22,66,81,Yes,14,42,79,Excellent,3
STU1586,Female,19,27,65,85,Yes,16,82,86,Excellent,3
STU1587,Male,21,37,87,92,No,18,38,82,Excellent,2
STU1588,Female,17,20,57,65,Yes,5,73,96,Excellent,3
STU1589,Male,18,39,68,79,No,8,55,85,Excellent,3
STU1590,Male,19,38,79,98,Yes,16,48,38,Poor,3
STU1591,Female,23,32,83,42,Yes,14,77,90,Excellent,0
STU1592,Male,23,6,63,93,Yes,4,59,68,Average,2
STU1593,Female,22,34,71,61,Yes,17,61,79,Excellent,1
STU1594,Female,22,17,93,65,No,3,98,50,Average,2
STU1595,Female,18,20,66,58,Yes,1,40,43,Poor,3
STU1596,Male,18,9,64,83,Yes,18,55,50,Average,3
STU1597,Male,22,32,99,83,Yes,4,55,65,Average,2
STU1598,Female,20,24,97,86,Yes,3,46,47,Poor,2
STU1599,Female,20,28,81,99,No,4,73,39,Poor,2
STU1600,Male,19,31,62,78,Yes,18,52,81,Excellent,3
STU1601,Female,21,34,70,98,Yes,12,54,73,Average,2
STU1602,Female,19,31,98,75,Yes,15,66,52,Average,0
STU1603,Female,21,30,89,60,Yes,11,94,54,Average,0
STU1604,Male,18,11,82,80,Yes,8,31,36,Poor,3
STU1605,Male,17,9,76,93,Yes,15,61,74,Average,3
STU1606,Male,19,27,84,87,Yes,13,84,64,Average,2
STU1607,Female,19,32,65,65,Yes,0,79,44,Poor,3
STU1608,Female,21,38,77,52,No,19,94,98,Excellent,0
STU1609,Female,24,19,83,75,Yes,3,61,76,Excellent,2
STU1610,Male,18,36,96,63,Yes,8,66,87,Excellent,0
STU1611,Female,18,30,50,80,No,18,42,87,Excellent,3
STU1612,Female,23,35,90,65,Yes,13,83,74,Average,2
STU1613,Female,24,23,97,60,No,11,32,50,Average,0
STU1614,Female,21,13,80,57,No,3,71,82,Excellent,0
STU1615,Male,18,33,85,54,Yes,6,69,95,Excellent,0
STU1616,Male,24,8,93,54,Yes,16,95,72,Average,0
STU1617,Female,22,7,82,45,Yes,0,89,78,Excellent,0
STU1618,Male,24,33,82,82,Yes,13,40,49,Poor,2
STU1619,Male,20,15,88,70,No,14,30,95,Excellent,0
STU1620,Female,23,37,67,67,Yes,11,55,41,Poor,1
STU1621,Female,22,15,72,47,Yes,11,71,64,Average,1
STU1622,Male,17,31,72,68,Yes,5,91,70,Average,3
STU1623,Female,19,37,64,60,Yes,12,90,45,Poor,3
STU1624,Male,23,25,75,56,No,15,91,63,Average,1
STU1625,Female,17,35,79,95,Yes,13,41,40,Poor,3
STU1626,Male,19,6,74,96,Yes,6,56,85,Excellent,3
STU1627,Female,20,31,94,88,No,15,96,72,Average,2
STU1628,Male,24,15,65,63,Yes,8,57,56,Average,1
STU1629,Male,18,22,88,97,Yes,13,95,88,Excellent,2
STU1630,Male,22,5,97,99,Yes,6,57,74,Average,2
STU1631,Female,21,39,94,89,Yes,11,50,41,Poor,2
STU1632,Male,22,39,63,75,No,2,36,74,Average,1
STU1633,Male,20,35,66,70,Yes,13,43,58,Average,3
STU1634,Female,17,32,61,86,Yes,18,68,75,Excellent,3
STU1635,Female,21,5,78,73,Yes,10,91,85,Excellent,2
STU1636,Male,18,29,81,41,No,4,41,73,Average,0
STU1637,Male,20,24,73,81,Yes,12,67,77,Excellent,3
STU1638,Female,21,7,62,42,No,9,87,93,Excellent,1
STU1639,Female,20,6,69,69,Yes,6,85,59,Average,3
STU1640,Female,24,22,64,47,Yes,16,68,59,Average,1
STU1641,Female,20,14,53,91,No,15,33,58,Average,3
STU1642,Female,18,9,83,46,Yes,7,77,96,Excellent,0
STU1643,Male,23,13,77,51,Yes,16,36,77,Excellent,1
STU1644,Female,19,6,99,97,Yes,12,89,93,Excellent,2
STU1645,Male,21,38,51,58,Yes,10,69,88,Excellent,1
STU1646,Male,24,35,96,65,Yes,19,37,60,Average,2
STU1647,Male,18,14,79,67,Yes,17,87,88,Excellent,0
STU1648,Female,20,16,75,54,Yes,4,86,95,Excellent,0
STU1649,Male,24,25,96,53,No,5,64,78,Excellent,0
STU1650,Male,18,10,75,87,Yes,19,42,43,Poor,3
STU1651,Female,23,7,69,98,Yes,13,68,76,Excellent,2
STU1652,Male,24,14,91,53,No,11,50,63,Average,0
STU1653,Male,24,9,77,42,Yes,3,76,92,Excellent,1
STU1654,Female,19,30,69,89,Yes,6,31,97,Excellent,3
STU1655,Male,22,25,60,68,Yes,10,73,83,Excellent,1
STU1656,Male,21,30,59,99,Yes,19,59,45,Poor,3
STU1657,Male,19,30,72,93,Yes,1,84,88,Excellent,3
STU1658,Female,17,12,86,45,Yes,3,69,64,Average,0
STU1659,Female,21,9,90,88,Yes,6,53,99,Excellent,2
STU1660,Female,19,19,68,62,Yes,0,71,92,Excellent,3
STU1661,Male,20,20,94,67,Yes,14,57,91,Excellent,0
STU1662,Male,21,5,67,53,Yes,19,80,71,Average,1
STU1663,Female,21,20,98,53,Yes,7,51,88,Excellent,0
STU1664,Male,18,7,76,59,Yes,4,37,58,Average,3
STU1665,Male,20,35,55,52,Yes,13,43,97,Excellent,1
STU1666,Female,17,17,59,66,Yes,17,74,85,Excellent,3
STU1667,Female,22,20,51,99,No,2,67,49,Poor,3
STU1668,Male,24,25,73,74,No,1,61,81,Excellent,2
STU1669,Male,23,6,87,84,No,15,91,80,Excellent,2
STU1670,Male,19,31,77,95,Yes,13,96,64,Average,2
STU1671,Female,18,30,77,41,Yes,15,90,54,Average,0
STU1672,Female,19,29,94,80,Yes,10,42,91,Excellent,0
STU1673,Female,17,15,99,84,Yes,16,76,83,Excellent,0
STU1674,Female,24,12,88,79,Yes,2,83,90,Excellent,2
STU1675,Male,17,12,51,87,Yes,4,81,90,Excellent,3
STU1676,Female,21,37,95,63,Yes,2,54,59,Average,0
STU1677,Female,23,11,54,68,Yes,14,52,43,Poor,1
STU1678,Female,17,25,99,42,No,4,59,56,Average,0
STU1679,Female,19,12,60,84,Yes,2,40,71,Average,3
STU1680,Female,20,25,59,43,No,5,64,62,Average,1
STU1681,Male,20,24,92,89,Yes,13,56,48,Poor,2
STU1682,Male,21,12,51,41,No,1,96,64,Average,1
STU1683,Female,22,35,64,59,Yes,17,76,73,Average,1
STU1684,Male,19,33,88,93,No,5,79,91,Excellent,2
STU1685,Female,19,13,90,92,Yes,4,37,39,Poor,3
STU1686,Female,17,19,86,54,Yes,13,84,46,Poor,0
STU1687,Male,23,34,56,88,Yes,16,71,69,Average,2
STU1688,Male,19,30,69,71,Yes,10,96,75,Excellent,3
STU1689,Female,18,14,83,81,No,0,49,97,Excellent,3
STU1690,Female,22,33,84,40,No,9,74,76,Excellent,0
STU1691,Female,17,20,83,77,Yes,8,64,99,Excellent,0
STU1692,Male,18,24,71,74,Yes,19,49,99,Excellent,3
STU1693,Female,21,26,80,90,Yes,11,53,77,Excellent,2
STU1694,Female,20,11,72,46,No,0,86,94,Excellent,0
STU1695,Female,21,27,68,84,Yes,17,84,54,Average,2
STU1696,Male,20,33,53,52,Yes,11,38,97,Excellent,1
STU1697,Female,21,20,73,88,Yes,1,45,58,Average,2
STU1698,Female,19,32,69,40,Yes,0,84,69,Average,0
STU1699,Male,18,35,88,53,Yes,0,87,75,Excellent,0
STU1700,Female,20,18,77,68,Yes,0,93,50,Average,3
STU1701,Female,17,37,88,97,Yes,11,78,40,Poor,3
STU1702,Male,18,13,66,42,Yes,6,58,54,Average,3
STU1703,Female,17,31,68,85,Yes,3,36,90,Excellent,3
STU1704,Male,18,28,97,63,Yes,19,98,42,Poor,0
STU1705,Male,18,17,84,40,Yes,3,31,40,Poor,0
STU1706,Female,21,30,81,87,Yes,14,62,42,Poor,2
STU1707,Female,20,33,96,49,Yes,0,77,96,Excellent,0
STU1708,Female,20,32,95,52,No,5,66,48,Poor,0
STU1709,Female,23,32,96,75,No,13,59,37,Poor,2
STU1710,Male,18,12,95,48,No,13,70,36,Poor,0
STU1711,Female,19,27,88,53,No,9,33,56,Average,0
STU1712,Male,19,33,84,75,Yes,6,68,40,Poor,3
STU1713,Female,17,9,79,49,Yes,11,53,84,Excellent,0
STU1714,Female,17,11,66,79,Yes,18,79,78,Excellent,3
STU1715,Female,21,31,91,62,No,8,66,42,Poor,0
STU1716,Male,18,6,96,74,Yes,2,82,58,Average,0
STU1717,Female,17,29,78,94,Yes,3,54,61,Average,3
STU1718,Female,17,13,55,46,Yes,12,60,87,Excellent,3
STU1719,Female,22,31,66,81,Yes,9,67,85,Excellent,2
STU1720,Female,18,5,66,74,Yes,13,87,62,Average,3
STU1721,Male,24,27,63,41,No,5,82,93,Excellent,1
STU1722,Female,21,14,73,54,Yes,7,79,59,Average,1
STU1723,Male,17,29,99,48,No,18,33,78,Excellent,0
STU1724,Male,21,7,86,86,Yes,9,81,81,Excellent,2
STU1725,Male,20,10,89,56,Yes,4,60,47,Poor,0
STU1726,Male,21,10,88,78,No,4,43,87,Excellent,0
STU1727,Male,24,6,81,91,No,4,30,87,Excellent,2
STU1728,Male,19,22,85,57,Yes,8,72,71,Average,0
STU1729,Female,24,27,99,54,Yes,8,88,97,Excellent,0
STU1730,Male,19,6,86,57,Yes,14,90,74,Average,0
STU1731,Male,21,16,97,63,Yes,8,70,95,Excellent,0
STU1732,Male,19,26,63,62,Yes,13,47,40,Poor,3
STU1733,Female,20,24,76,51,No,5,89,59,Average,0
STU1734,Female,18,28,68,62,Yes,19,98,80,Excellent,3
STU1735,Male,19,24,80,60,Yes,7,88,65,Average,0
STU1736,Female,19,5,95,65,Yes,1,71,97,Excellent,0
STU1737,Male,21,5,58,47,No,4,65,73,Average,1
STU1738,Male,20,21,87,69,No,16,69,70,Average,0
STU1739,Female,23,5,66,73,Yes,9,59,41,Poor,1
STU1740,Male,23,34,68,41,Yes,13,40,89,Excellent,1
STU1741,Female,23,7,93,44,Yes,17,54,76,Excellent,0
STU1742,Female,23,15,53,70,Yes,0,74,61,Average,1
STU1743,Male,18,28,97,72,Yes,1,80,36,Poor,0
STU1744,Male,24,26,60,93,No,3,72,38,Poor,2
STU1745,Female,21,30,71,43,No,12,95,55,Average,1
STU1746,Male,21,17,53,45,Yes,15,76,35,Poor,1
STU1747,Male,22,5,66,62,Yes,4,53,72,Average,1
STU1748,Male,20,28,57,84,Yes,9,66,94,Excellent,3
STU1749,Female,23,14,95,58,Yes,16,85,48,Poor,0
STU1750,Female,18,39,83,82,Yes,10,75,51,Average,3
STU1751,Male,20,28,60,84,Yes,4,57,81,Excellent,3
STU1752,Female,23,32,80,47,Yes,14,81,90,Excellent,1
STU1753,Female,18,20,60,78,Yes,3,44,87,Excellent,3
STU1754,Female,20,20,87,52,Yes,6,74,52,Average,0
STU1755,Female,21,21,70,40,Yes,9,87,82,Excellent,1
STU1756,Female,21,19,95,45,Yes,3,96,43,Poor,0
STU1757,Male,24,20,79,46,Yes,19,70,88,Excellent,1
STU1758,Male,17,19,59,87,Yes,4,94,69,Average,3
STU1759,Male,24,38,75,66,Yes,4,69,80,Excellent,2
STU1760,Female,19,15,76,54,No,10,34,35,Poor,3
STU1761,Female,24,5,57,91,Yes,18,57,75,Excellent,2
STU1762,Male,23,19,88,73,No,4,67,66,Average,2
STU1763,Female,22,30,57,97,Yes,7,47,74,Average,2
STU1764,Male,20,8,57,96,Yes,6,66,45,Poor,3
STU1765,Male,22,9,83,62,Yes,7,56,96,Excellent,0
STU1766,Male,17,39,65,87,Yes,12,54,80,Excellent,3
STU1767,Female,19,17,90,88,No,4,98,82,Excellent,2
STU1768,Female,20,14,62,63,No,17,56,77,Excellent,1
STU1769,Male,18,15,72,54,No,8,83,85,Excellent,0
STU1770,Male,23,22,61,74,Yes,1,36,95,Excellent,1
STU1771,Male,19,38,76,43,Yes,15,56,76,Excellent,0
STU1772,Male,21,27,71,83,Yes,13,88,60,Average,2
STU1773,Female,17,11,81,76,Yes,16,60,45,Poor,3
STU1774,Female,19,7,98,56,Yes,5,97,59,Average,0
STU1775,Male,23,16,76,70,No,2,33,74,Average,1
STU1776,Male,24,11,51,77,No,16,47,59,Average,1
STU1777,Female,19,30,94,49,Yes,12,92,86,Excellent,0
STU1778,Female,24,37,82,93,Yes,5,81,37,Poor,2
STU1779,Male,23,19,75,89,Yes,7,92,73,Average,2
STU1780,Male,21,6,77,66,Yes,5,74,69,Average,0
STU1781,Male,20,11,68,81,Yes,15,41,74,Average,3
STU1782,Female,18,36,92,45,No,5,37,56,Average,0
STU1783,Female,21,8,54,95,Yes,16,51,96,Excellent,3
STU1784,Female,24,24,82,45,Yes,2,70,53,Average,1
STU1785,Male,24,36,69,91,Yes,11,70,48,Poor,2
STU1786,Male,18,32,79,54,Yes,5,86,84,Excellent,0
STU1787,Female,20,17,94,43,No,6,61,96,Excellent,0
STU1788,Female,19,5,57,96,Yes,10,84,77,Excellent,3
STU1789,Male,18,39,87,87,No,8,35,89,Excellent,3
STU1790,Female,17,34,66,93,Yes,15,68,74,Average,3
STU1791,Female,17,29,93,95,Yes,4,38,46,Poor,3
STU1792,Male,23,20,50,79,Yes,14,61,99,Excellent,1
STU1793,Female,21,23,52,46,Yes,3,65,68,Average,1
STU1794,Male,24,5,95,90,Yes,4,45,57,Average,2
STU1795,Male,20,9,75,97,Yes,6,41,41,Poor,3
STU1796,Male,23,26,80,88,Yes,2,70,99,Excellent,2
STU1797,Male,21,28,57,92,Yes,3,96,52,Average,2
STU1798,Male,21,8,92,84,No,14,87,42,Poor,2
STU1799,Male,23,22,95,86,No,1,38,76,Excellent,2
STU1800,Male,22,20,57,65,Yes,4,46,35,Poor,1
STU1801,Female,21,22,84,97,No,6,34,49,Poor,2
STU1802,Male,22,26,88,70,Yes,16,55,62,Average,2
STU1803,Male,17,6,77,41,Yes,7,30,70,Average,0
STU1804,Female,17,25,53,67,Yes,8,30,80,Excellent,3
STU1805,Female,21,33,65,81,No,9,64,55,Average,3
STU1806,Female,17,30,62,52,Yes,10,38,83,Excellent,3
STU1807,Male,20,25,69,57,Yes,0,67,73,Average,1
STU1808,Female,22,21,54,69,Yes,14,33,72,Average,1
STU1809,Male,22,20,86,94,Yes,7,81,43,Poor,2
STU1810,Male,21,35,69,50,Yes,18,48,54,Average,1
STU1811,Male,17,13,73,52,Yes,11,34,42,Poor,3
STU1812,Male,18,35,85,90,Yes,5,77,48,Poor,3
STU1813,Female,24,18,83,63,No,9,92,96,Excellent,2
STU1814,Female,23,6,94,96,No,4,67,69,Average,2
STU1815,Male,23,18,97,68,No,6,81,89,Excellent,2
STU1816,Male,22,37,83,95,Yes,6,75,79,Excellent,2
STU1817,Male,21,39,68,93,Yes,8,38,55,Average,2
STU1818,Female,21,24,66,44,Yes,14,79,87,Excellent,1
STU1819,Male,20,6,54,74,Yes,5,95,88,Excellent,3
STU1820,Male,19,23,74,58,No,15,67,77,Excellent,0
STU1821,Female,24,22,67,94,Yes,6,56,40,Poor,2
STU1822,Female,19,20,99,52,No,14,49,89,Excellent,0
STU1823,Male,22,8,57,44,Yes,1,91,78,Excellent,1
STU1824,Female,23,16,76,83,No,7,45,38,Poor,2
STU1825,Female,20,33,64,53,Yes,11,42,97,Excellent,1
STU1826,Male,20,11,94,77,Yes,10,49,92,Excellent,0
STU1827,Female,20,18,62,61,Yes,5,53,88,Excellent,1
STU1828,Male,22,16,65,48,Yes,19,79,72,Average,1
STU1829,Female,19,39,71,88,Yes,12,36,94,Excellent,3
STU1830,Male,23,9,69,79,Yes,15,58,86,Excellent,2
STU1831,Male,20,21,62,65,Yes,7,34,63,Average,3
STU1832,Male,23,36,69,84,No,16,64,74,Average,2
STU1833,Female,17,14,51,44,Yes,12,94,42,Poor,3
STU1834,Male,21,21,84,68,Yes,3,99,69,Average,2
STU1835,Female,21,9,96,93,Yes,19,36,50,Average,2
STU1836,Male,23,13,68,61,Yes,9,73,52,Average,1
STU1837,Male,18,37,94,88,Yes,19,42,93,Excellent,0
STU1838,Female,18,22,86,42,Yes,15,67,68,Average,0
STU1839,Male,22,13,55,67,Yes,16,42,38,Poor,1
STU1840,Male,22,33,63,77,Yes,7,83,99,Excellent,2
STU1841,Female,21,18,53,53,Yes,10,73,95,Excellent,1
STU1842,Male,17,29,71,86,Yes,4,42,80,Excellent,3
STU1843,Male,24,19,88,53,Yes,15,54,55,Average,1
STU1844,Male,19,10,85,82,Yes,7,53,72,Average,3
STU1845,Male,19,33,83,50,Yes,15,58,94,Excellent,0
STU1846,Female,22,19,76,48,Yes,3,99,70,Average,1
STU1847,Female,17,33,56,77,Yes,5,47,40,Poor,3
STU1848,Male,22,8,52,86,Yes,7,34,73,Average,3
STU1849,Female,24,22,96,83,Yes,8,47,63,Average,2
STU1850,Male,19,20,82,45,No,12,92,61,Average,0
STU1851,Female,23,15,51,40,Yes,16,66,43,Poor,1
STU1852,Male,22,18,91,64,Yes,8,84,58,Average,0
STU1853,Male,20,7,65,55,Yes,12,41,97,Excellent,1
STU1854,Male,23,22,74,91,Yes,8,81,53,Average,2
STU1855,Male,24,24,64,54,Yes,5,86,64,Average,1
STU1856,Male,24,29,73,73,Yes,9,75,92,Excellent,2
STU1857,Male,22,17,64,56,No,4,73,74,Average,1
STU1858,Female,21,8,80,42,Yes,6,53,66,Average,0
STU1859,Male,22,18,63,42,Yes,10,38,99,Excellent,1
STU1860,Female,21,37,63,76,Yes,8,41,68,Average,3
STU1861,Male,24,32,55,56,No,9,38,65,Average,1
STU1862,Female,17,12,63,94,Yes,10,51,93,Excellent,3
STU1863,Female,24,38,66,88,Yes,2,46,60,Average,2
STU1864,Female,19,9,67,91,Yes,7,62,56,Average,3
STU1865,Male,23,9,69,77,Yes,16,76,68,Average,2
STU1866,Male,23,35,66,40,Yes,6,44,47,Poor,1
STU1867,Female,18,13,65,46,No,11,62,89,Excellent,0
STU1868,Male,18,36,89,65,Yes,15,44,42,Poor,0
STU1869,Female,24,37,88,86,Yes,14,56,96,Excellent,2
STU1870,Male,19,7,81,78,Yes,12,90,56,Average,3
STU1871,Female,18,34,93,58,Yes,17,97,90,Excellent,0
STU1872,Female,23,16,58,91,Yes,17,77,55,Average,2
STU1873,Male,22,33,76,93,Yes,4,37,83,Excellent,2
STU1874,Female,17,7,95,69,Yes,13,35,40,Poor,0
STU1875,Male,17,30,82,82,Yes,10,92,69,Average,3
